hello world
sweng2,ets0001/13,91,1
sweng4,ets0001/13,55,1
sweng6,ets0001/13,50,1
sweng7,ets0001/13,50,1
sweng8,ets0001/13,50,1
sweng9,ets0001/13,50,1
sweng10,ets0001/13,60,1
sweng11,ets0001/13,81,1
sweng12,ets0001/13,94,1
sweng13,ets0001/13,66,1
sweng14,ets0001/13,53,1
sweng15,ets0001/13,50,1
sweng16,ets0001/13,50,1
sweng17,ets0001/13,50,1
sweng18,ets0001/13,50,1
sweng19,ets0001/13,50,1
sweng2,ets0002/13,83,1
sweng4,ets0002/13,84,1
sweng6,ets0002/13,50,1
sweng7,ets0002/13,50,1
sweng8,ets0002/13,50,1
sweng9,ets0002/13,50,1
sweng10,ets0002/13,85,1
sweng11,ets0002/13,94,1
sweng12,ets0002/13,94,1
sweng13,ets0002/13,75,1
sweng14,ets0002/13,98,1
sweng15,ets0002/13,50,1
sweng16,ets0002/13,50,1
sweng17,ets0002/13,50,1
sweng18,ets0002/13,50,1
sweng19,ets0002/13,50,1
sweng2,ets0003/13,66,1
sweng4,ets0003/13,82,1
sweng6,ets0003/13,50,1
sweng7,ets0003/13,50,1
sweng8,ets0003/13,50,1
sweng9,ets0003/13,50,1
sweng10,ets0003/13,87,1
sweng11,ets0003/13,58,1
sweng12,ets0003/13,83,1
sweng13,ets0003/13,80,1
sweng14,ets0003/13,56,1
sweng15,ets0003/13,50,1
sweng16,ets0003/13,50,1
sweng17,ets0003/13,50,1
sweng18,ets0003/13,50,1
sweng19,ets0003/13,50,1
sweng2,ets0004/13,68,1
sweng4,ets0004/13,76,1
sweng6,ets0004/13,50,1
sweng7,ets0004/13,50,1
sweng8,ets0004/13,50,1
sweng9,ets0004/13,50,1
sweng10,ets0004/13,50,1
sweng11,ets0004/13,87,1
sweng12,ets0004/13,90,1
sweng13,ets0004/13,80,1
sweng14,ets0004/13,100,1
sweng15,ets0004/13,50,1
sweng16,ets0004/13,50,1
sweng17,ets0004/13,50,1
sweng18,ets0004/13,50,1
sweng19,ets0004/13,50,1
sweng2,ets0005/13,82,1
sweng4,ets0005/13,55,1
sweng6,ets0005/13,50,1
sweng7,ets0005/13,50,1
sweng8,ets0005/13,50,1
sweng9,ets0005/13,50,1
sweng10,ets0005/13,91,1
sweng11,ets0005/13,50,1
sweng12,ets0005/13,82,1
sweng13,ets0005/13,62,1
sweng14,ets0005/13,83,1
sweng15,ets0005/13,50,1
sweng16,ets0005/13,50,1
sweng17,ets0005/13,50,1
sweng18,ets0005/13,50,1
sweng19,ets0005/13,50,1
sweng2,ets0006/13,72,1
sweng4,ets0006/13,64,1
sweng6,ets0006/13,50,1
sweng7,ets0006/13,50,1
sweng8,ets0006/13,50,1
sweng9,ets0006/13,50,1
sweng10,ets0006/13,84,1
sweng11,ets0006/13,51,1
sweng12,ets0006/13,50,1
sweng13,ets0006/13,91,1
sweng14,ets0006/13,95,1
sweng15,ets0006/13,50,1
sweng16,ets0006/13,50,1
sweng17,ets0006/13,50,1
sweng18,ets0006/13,50,1
sweng19,ets0006/13,50,1
sweng2,ets0007/13,58,1
sweng4,ets0007/13,89,1
sweng6,ets0007/13,50,1
sweng7,ets0007/13,50,1
sweng8,ets0007/13,50,1
sweng9,ets0007/13,50,1
sweng10,ets0007/13,77,1
sweng11,ets0007/13,73,1
sweng12,ets0007/13,95,1
sweng13,ets0007/13,60,1
sweng14,ets0007/13,100,1
sweng15,ets0007/13,50,1
sweng16,ets0007/13,50,1
sweng17,ets0007/13,50,1
sweng18,ets0007/13,50,1
sweng19,ets0007/13,50,1
sweng2,ets0008/13,84,1
sweng4,ets0008/13,97,1
sweng6,ets0008/13,50,1
sweng7,ets0008/13,50,1
sweng8,ets0008/13,50,1
sweng9,ets0008/13,50,1
sweng10,ets0008/13,52,1
sweng11,ets0008/13,72,1
sweng12,ets0008/13,65,1
sweng13,ets0008/13,95,1
sweng14,ets0008/13,57,1
sweng15,ets0008/13,50,1
sweng16,ets0008/13,50,1
sweng17,ets0008/13,50,1
sweng18,ets0008/13,50,1
sweng19,ets0008/13,50,1
sweng2,ets0009/13,52,1
sweng4,ets0009/13,50,1
sweng6,ets0009/13,50,1
sweng7,ets0009/13,50,1
sweng8,ets0009/13,50,1
sweng9,ets0009/13,50,1
sweng10,ets0009/13,90,1
sweng11,ets0009/13,63,1
sweng12,ets0009/13,75,1
sweng13,ets0009/13,76,1
sweng14,ets0009/13,55,1
sweng15,ets0009/13,50,1
sweng16,ets0009/13,50,1
sweng17,ets0009/13,50,1
sweng18,ets0009/13,50,1
sweng19,ets0009/13,50,1
sweng2,ets0010/13,56,1
sweng4,ets0010/13,83,1
sweng6,ets0010/13,50,1
sweng7,ets0010/13,50,1
sweng8,ets0010/13,50,1
sweng9,ets0010/13,50,1
sweng10,ets0010/13,66,1
sweng11,ets0010/13,63,1
sweng12,ets0010/13,67,1
sweng13,ets0010/13,87,1
sweng14,ets0010/13,54,1
sweng15,ets0010/13,50,1
sweng16,ets0010/13,50,1
sweng17,ets0010/13,50,1
sweng18,ets0010/13,50,1
sweng19,ets0010/13,50,1
sweng2,ets0011/13,58,1
sweng4,ets0011/13,89,1
sweng6,ets0011/13,50,1
sweng7,ets0011/13,50,1
sweng8,ets0011/13,50,1
sweng9,ets0011/13,50,1
sweng10,ets0011/13,79,1
sweng11,ets0011/13,98,1
sweng12,ets0011/13,93,1
sweng13,ets0011/13,100,1
sweng14,ets0011/13,62,1
sweng15,ets0011/13,50,1
sweng16,ets0011/13,50,1
sweng17,ets0011/13,50,1
sweng18,ets0011/13,50,1
sweng19,ets0011/13,50,1
sweng2,ets0012/13,92,1
sweng4,ets0012/13,65,1
sweng6,ets0012/13,50,1
sweng7,ets0012/13,50,1
sweng8,ets0012/13,50,1
sweng9,ets0012/13,50,1
sweng10,ets0012/13,79,1
sweng11,ets0012/13,95,1
sweng12,ets0012/13,76,1
sweng13,ets0012/13,62,1
sweng14,ets0012/13,63,1
sweng15,ets0012/13,50,1
sweng16,ets0012/13,50,1
sweng17,ets0012/13,50,1
sweng18,ets0012/13,50,1
sweng19,ets0012/13,50,1
sweng2,ets0013/13,89,1
sweng4,ets0013/13,58,1
sweng6,ets0013/13,50,1
sweng7,ets0013/13,50,1
sweng8,ets0013/13,50,1
sweng9,ets0013/13,50,1
sweng10,ets0013/13,69,1
sweng11,ets0013/13,82,1
sweng12,ets0013/13,58,1
sweng13,ets0013/13,93,1
sweng14,ets0013/13,62,1
sweng15,ets0013/13,50,1
sweng16,ets0013/13,50,1
sweng17,ets0013/13,50,1
sweng18,ets0013/13,50,1
sweng19,ets0013/13,50,1
sweng2,ets0014/13,53,1
sweng4,ets0014/13,94,1
sweng6,ets0014/13,50,1
sweng7,ets0014/13,50,1
sweng8,ets0014/13,50,1
sweng9,ets0014/13,50,1
sweng10,ets0014/13,51,1
sweng11,ets0014/13,79,1
sweng12,ets0014/13,66,1
sweng13,ets0014/13,52,1
sweng14,ets0014/13,92,1
sweng15,ets0014/13,50,1
sweng16,ets0014/13,50,1
sweng17,ets0014/13,50,1
sweng18,ets0014/13,50,1
sweng19,ets0014/13,50,1
sweng2,ets0015/13,80,1
sweng4,ets0015/13,67,1
sweng6,ets0015/13,50,1
sweng7,ets0015/13,50,1
sweng8,ets0015/13,50,1
sweng9,ets0015/13,50,1
sweng10,ets0015/13,89,1
sweng11,ets0015/13,55,1
sweng12,ets0015/13,99,1
sweng13,ets0015/13,77,1
sweng14,ets0015/13,59,1
sweng15,ets0015/13,50,1
sweng16,ets0015/13,50,1
sweng17,ets0015/13,50,1
sweng18,ets0015/13,50,1
sweng19,ets0015/13,50,1
sweng2,ets0016/13,86,1
sweng4,ets0016/13,53,1
sweng6,ets0016/13,50,1
sweng7,ets0016/13,50,1
sweng8,ets0016/13,50,1
sweng9,ets0016/13,50,1
sweng10,ets0016/13,61,1
sweng11,ets0016/13,52,1
sweng12,ets0016/13,98,1
sweng13,ets0016/13,73,1
sweng14,ets0016/13,82,1
sweng15,ets0016/13,50,1
sweng16,ets0016/13,50,1
sweng17,ets0016/13,50,1
sweng18,ets0016/13,50,1
sweng19,ets0016/13,50,1
sweng2,ets0017/13,97,1
sweng4,ets0017/13,99,1
sweng6,ets0017/13,50,1
sweng7,ets0017/13,50,1
sweng8,ets0017/13,50,1
sweng9,ets0017/13,50,1
sweng10,ets0017/13,98,1
sweng11,ets0017/13,65,1
sweng12,ets0017/13,52,1
sweng13,ets0017/13,68,1
sweng14,ets0017/13,98,1
sweng15,ets0017/13,50,1
sweng16,ets0017/13,50,1
sweng17,ets0017/13,50,1
sweng18,ets0017/13,50,1
sweng19,ets0017/13,50,1
sweng2,ets0018/13,89,1
sweng4,ets0018/13,66,1
sweng6,ets0018/13,50,1
sweng7,ets0018/13,50,1
sweng8,ets0018/13,50,1
sweng9,ets0018/13,50,1
sweng10,ets0018/13,80,1
sweng11,ets0018/13,82,1
sweng12,ets0018/13,71,1
sweng13,ets0018/13,67,1
sweng14,ets0018/13,82,1
sweng15,ets0018/13,50,1
sweng16,ets0018/13,50,1
sweng17,ets0018/13,50,1
sweng18,ets0018/13,50,1
sweng19,ets0018/13,50,1
sweng2,ets0019/13,92,1
sweng4,ets0019/13,69,1
sweng6,ets0019/13,50,1
sweng7,ets0019/13,50,1
sweng8,ets0019/13,50,1
sweng9,ets0019/13,50,1
sweng10,ets0019/13,52,1
sweng11,ets0019/13,66,1
sweng12,ets0019/13,64,1
sweng13,ets0019/13,78,1
sweng14,ets0019/13,59,1
sweng15,ets0019/13,50,1
sweng16,ets0019/13,50,1
sweng17,ets0019/13,50,1
sweng18,ets0019/13,50,1
sweng19,ets0019/13,50,1
sweng2,ets0020/13,99,1
sweng4,ets0020/13,93,1
sweng6,ets0020/13,50,1
sweng7,ets0020/13,50,1
sweng8,ets0020/13,50,1
sweng9,ets0020/13,50,1
sweng10,ets0020/13,63,1
sweng11,ets0020/13,98,1
sweng12,ets0020/13,100,1
sweng13,ets0020/13,54,1
sweng14,ets0020/13,65,1
sweng15,ets0020/13,50,1
sweng16,ets0020/13,50,1
sweng17,ets0020/13,50,1
sweng18,ets0020/13,50,1
sweng19,ets0020/13,50,1
sweng2,ets0001/12,54,1
sweng4,ets0001/12,97,1
sweng6,ets0001/12,50,1
sweng7,ets0001/12,50,1
sweng8,ets0001/12,50,1
sweng9,ets0001/12,50,1
sweng10,ets0001/12,59,1
sweng11,ets0001/12,80,1
sweng12,ets0001/12,52,1
sweng13,ets0001/12,85,1
sweng14,ets0001/12,78,1
sweng15,ets0001/12,50,1
sweng16,ets0001/12,50,1
sweng17,ets0001/12,50,1
sweng18,ets0001/12,50,1
sweng19,ets0001/12,50,1
sweng20,ets0001/12,67,1
sweng21,ets0001/12,97,1
sweng22,ets0001/12,74,1
sweng23,ets0001/12,97,1
sweng24,ets0001/12,57,1
sweng25,ets0001/12,50,1
sweng26,ets0001/12,50,1
sweng27,ets0001/12,50,1
sweng28,ets0001/12,50,1
sweng29,ets0001/12,50,1
sweng30,ets0001/12,50,1
sweng2,ets0002/12,67,1
sweng4,ets0002/12,75,1
sweng6,ets0002/12,50,1
sweng7,ets0002/12,50,1
sweng8,ets0002/12,50,1
sweng9,ets0002/12,50,1
sweng10,ets0002/12,92,1
sweng11,ets0002/12,97,1
sweng12,ets0002/12,83,1
sweng13,ets0002/12,52,1
sweng14,ets0002/12,95,1
sweng15,ets0002/12,50,1
sweng16,ets0002/12,50,1
sweng17,ets0002/12,50,1
sweng18,ets0002/12,50,1
sweng19,ets0002/12,50,1
sweng20,ets0002/12,73,1
sweng21,ets0002/12,69,1
sweng22,ets0002/12,85,1
sweng23,ets0002/12,83,1
sweng24,ets0002/12,85,1
sweng25,ets0002/12,50,1
sweng26,ets0002/12,50,1
sweng27,ets0002/12,50,1
sweng28,ets0002/12,50,1
sweng29,ets0002/12,50,1
sweng30,ets0002/12,50,1
sweng2,ets0003/12,76,1
sweng4,ets0003/12,56,1
sweng6,ets0003/12,50,1
sweng7,ets0003/12,50,1
sweng8,ets0003/12,50,1
sweng9,ets0003/12,50,1
sweng10,ets0003/12,54,1
sweng11,ets0003/12,62,1
sweng12,ets0003/12,82,1
sweng13,ets0003/12,73,1
sweng14,ets0003/12,90,1
sweng15,ets0003/12,50,1
sweng16,ets0003/12,50,1
sweng17,ets0003/12,50,1
sweng18,ets0003/12,50,1
sweng19,ets0003/12,50,1
sweng20,ets0003/12,82,1
sweng21,ets0003/12,91,1
sweng22,ets0003/12,54,1
sweng23,ets0003/12,56,1
sweng24,ets0003/12,50,1
sweng25,ets0003/12,50,1
sweng26,ets0003/12,50,1
sweng27,ets0003/12,50,1
sweng28,ets0003/12,50,1
sweng29,ets0003/12,50,1
sweng30,ets0003/12,50,1
sweng2,ets0004/12,62,1
sweng4,ets0004/12,95,1
sweng6,ets0004/12,50,1
sweng7,ets0004/12,50,1
sweng8,ets0004/12,50,1
sweng9,ets0004/12,50,1
sweng10,ets0004/12,83,1
sweng11,ets0004/12,54,1
sweng12,ets0004/12,69,1
sweng13,ets0004/12,92,1
sweng14,ets0004/12,52,1
sweng15,ets0004/12,50,1
sweng16,ets0004/12,50,1
sweng17,ets0004/12,50,1
sweng18,ets0004/12,50,1
sweng19,ets0004/12,50,1
sweng20,ets0004/12,60,1
sweng21,ets0004/12,50,1
sweng22,ets0004/12,91,1
sweng23,ets0004/12,65,1
sweng24,ets0004/12,64,1
sweng25,ets0004/12,50,1
sweng26,ets0004/12,50,1
sweng27,ets0004/12,50,1
sweng28,ets0004/12,50,1
sweng29,ets0004/12,50,1
sweng30,ets0004/12,50,1
sweng2,ets0005/12,72,1
sweng4,ets0005/12,58,1
sweng6,ets0005/12,50,1
sweng7,ets0005/12,50,1
sweng8,ets0005/12,50,1
sweng9,ets0005/12,50,1
sweng10,ets0005/12,55,1
sweng11,ets0005/12,51,1
sweng12,ets0005/12,65,1
sweng13,ets0005/12,93,1
sweng14,ets0005/12,58,1
sweng15,ets0005/12,50,1
sweng16,ets0005/12,50,1
sweng17,ets0005/12,50,1
sweng18,ets0005/12,50,1
sweng19,ets0005/12,50,1
sweng20,ets0005/12,74,1
sweng21,ets0005/12,80,1
sweng22,ets0005/12,88,1
sweng23,ets0005/12,66,1
sweng24,ets0005/12,78,1
sweng25,ets0005/12,50,1
sweng26,ets0005/12,50,1
sweng27,ets0005/12,50,1
sweng28,ets0005/12,50,1
sweng29,ets0005/12,50,1
sweng30,ets0005/12,50,1
sweng2,ets0006/12,79,1
sweng4,ets0006/12,67,1
sweng6,ets0006/12,50,1
sweng7,ets0006/12,50,1
sweng8,ets0006/12,50,1
sweng9,ets0006/12,50,1
sweng10,ets0006/12,64,1
sweng11,ets0006/12,59,1
sweng12,ets0006/12,97,1
sweng13,ets0006/12,97,1
sweng14,ets0006/12,96,1
sweng15,ets0006/12,50,1
sweng16,ets0006/12,50,1
sweng17,ets0006/12,50,1
sweng18,ets0006/12,50,1
sweng19,ets0006/12,50,1
sweng20,ets0006/12,88,1
sweng21,ets0006/12,51,1
sweng22,ets0006/12,59,1
sweng23,ets0006/12,52,1
sweng24,ets0006/12,93,1
sweng25,ets0006/12,50,1
sweng26,ets0006/12,50,1
sweng27,ets0006/12,50,1
sweng28,ets0006/12,50,1
sweng29,ets0006/12,50,1
sweng30,ets0006/12,50,1
sweng2,ets0007/12,80,1
sweng4,ets0007/12,70,1
sweng6,ets0007/12,50,1
sweng7,ets0007/12,50,1
sweng8,ets0007/12,50,1
sweng9,ets0007/12,50,1
sweng10,ets0007/12,96,1
sweng11,ets0007/12,61,1
sweng12,ets0007/12,83,1
sweng13,ets0007/12,84,1
sweng14,ets0007/12,83,1
sweng15,ets0007/12,50,1
sweng16,ets0007/12,50,1
sweng17,ets0007/12,50,1
sweng18,ets0007/12,50,1
sweng19,ets0007/12,50,1
sweng20,ets0007/12,62,1
sweng21,ets0007/12,75,1
sweng22,ets0007/12,56,1
sweng23,ets0007/12,90,1
sweng24,ets0007/12,67,1
sweng25,ets0007/12,50,1
sweng26,ets0007/12,50,1
sweng27,ets0007/12,50,1
sweng28,ets0007/12,50,1
sweng29,ets0007/12,50,1
sweng30,ets0007/12,50,1
