sweng2,ets0001/13,76,1
sweng4,ets0001/13,44,1
sweng6,ets0001/13,62,1
sweng7,ets0001/13,100,1
sweng8,ets0001/13,77,1
sweng9,ets0001/13,63,1
sweng10,ets0001/13,64,1
sweng11,ets0001/13,85,1
sweng12,ets0001/13,70,1
sweng13,ets0001/13,98,1
sweng14,ets0001/13,93,1
sweng15,ets0001/13,71,1
sweng16,ets0001/13,84,1
sweng17,ets0001/13,49,1
sweng18,ets0001/13,92,1
sweng19,ets0001/13,81,1
sweng2,ets0002/13,75,1
sweng4,ets0002/13,43,1
sweng6,ets0002/13,61,1
sweng7,ets0002/13,99,1
sweng8,ets0002/13,76,1
sweng9,ets0002/13,62,1
sweng10,ets0002/13,63,1
sweng11,ets0002/13,84,1
sweng12,ets0002/13,69,1
sweng13,ets0002/13,97,1
sweng14,ets0002/13,92,1
sweng15,ets0002/13,70,1
sweng16,ets0002/13,83,1
sweng17,ets0002/13,48,1
sweng18,ets0002/13,91,1
sweng19,ets0002/13,80,1
sweng2,ets0003/13,69,1
sweng4,ets0003/13,98,1
sweng6,ets0003/13,55,1
sweng7,ets0003/13,93,1
sweng8,ets0003/13,70,1
sweng9,ets0003/13,56,1
sweng10,ets0003/13,57,1
sweng11,ets0003/13,78,1
sweng12,ets0003/13,63,1
sweng13,ets0003/13,91,1
sweng14,ets0003/13,86,1
sweng15,ets0003/13,64,1
sweng16,ets0003/13,77,1
sweng17,ets0003/13,42,1
sweng18,ets0003/13,85,1
sweng19,ets0003/13,74,1
sweng2,ets0004/13,64,1
sweng4,ets0004/13,93,1
sweng6,ets0004/13,50,1
sweng7,ets0004/13,88,1
sweng8,ets0004/13,65,1
sweng9,ets0004/13,51,1
sweng10,ets0004/13,52,1
sweng11,ets0004/13,73,1
sweng12,ets0004/13,58,1
sweng13,ets0004/13,86,1
sweng14,ets0004/13,81,1
sweng15,ets0004/13,59,1
sweng16,ets0004/13,72,1
sweng17,ets0004/13,98,1
sweng18,ets0004/13,80,1
sweng19,ets0004/13,69,1
sweng2,ets0005/13,64,1
sweng4,ets0005/13,93,1
sweng6,ets0005/13,50,1
sweng7,ets0005/13,88,1
sweng8,ets0005/13,65,1
sweng9,ets0005/13,51,1
sweng10,ets0005/13,52,1
sweng11,ets0005/13,73,1
sweng12,ets0005/13,58,1
sweng13,ets0005/13,86,1
sweng14,ets0005/13,81,1
sweng15,ets0005/13,59,1
sweng16,ets0005/13,72,1
sweng17,ets0005/13,98,1
sweng18,ets0005/13,80,1
sweng19,ets0005/13,69,1
sweng2,ets0006/13,71,1
sweng4,ets0006/13,100,1
sweng6,ets0006/13,57,1
sweng7,ets0006/13,95,1
sweng8,ets0006/13,72,1
sweng9,ets0006/13,58,1
sweng10,ets0006/13,59,1
sweng11,ets0006/13,80,1
sweng12,ets0006/13,65,1
sweng13,ets0006/13,93,1
sweng14,ets0006/13,88,1
sweng15,ets0006/13,66,1
sweng16,ets0006/13,79,1
sweng17,ets0006/13,44,1
sweng18,ets0006/13,87,1
sweng19,ets0006/13,76,1
sweng2,ets0007/13,70,1
sweng4,ets0007/13,99,1
sweng6,ets0007/13,56,1
sweng7,ets0007/13,94,1
sweng8,ets0007/13,71,1
sweng9,ets0007/13,57,1
sweng10,ets0007/13,58,1
sweng11,ets0007/13,79,1
sweng12,ets0007/13,64,1
sweng13,ets0007/13,92,1
sweng14,ets0007/13,87,1
sweng15,ets0007/13,65,1
sweng16,ets0007/13,78,1
sweng17,ets0007/13,43,1
sweng18,ets0007/13,86,1
sweng19,ets0007/13,75,1
sweng2,ets0008/13,73,1
sweng4,ets0008/13,41,1
sweng6,ets0008/13,59,1
sweng7,ets0008/13,97,1
sweng8,ets0008/13,74,1
sweng9,ets0008/13,60,1
sweng10,ets0008/13,61,1
sweng11,ets0008/13,82,1
sweng12,ets0008/13,67,1
sweng13,ets0008/13,95,1
sweng14,ets0008/13,90,1
sweng15,ets0008/13,68,1
sweng16,ets0008/13,81,1
sweng17,ets0008/13,46,1
sweng18,ets0008/13,89,1
sweng19,ets0008/13,78,1
sweng2,ets0009/13,68,1
sweng4,ets0009/13,97,1
sweng6,ets0009/13,54,1
sweng7,ets0009/13,92,1
sweng8,ets0009/13,69,1
sweng9,ets0009/13,55,1
sweng10,ets0009/13,56,1
sweng11,ets0009/13,77,1
sweng12,ets0009/13,62,1
sweng13,ets0009/13,90,1
sweng14,ets0009/13,85,1
sweng15,ets0009/13,63,1
sweng16,ets0009/13,76,1
sweng17,ets0009/13,41,1
sweng18,ets0009/13,84,1
sweng19,ets0009/13,73,1
sweng2,ets0010/13,70,1
sweng4,ets0010/13,99,1
sweng6,ets0010/13,56,1
sweng7,ets0010/13,94,1
sweng8,ets0010/13,71,1
sweng9,ets0010/13,57,1
sweng10,ets0010/13,58,1
sweng11,ets0010/13,79,1
sweng12,ets0010/13,64,1
sweng13,ets0010/13,92,1
sweng14,ets0010/13,87,1
sweng15,ets0010/13,65,1
sweng16,ets0010/13,78,1
sweng17,ets0010/13,43,1
sweng18,ets0010/13,86,1
sweng19,ets0010/13,75,1
sweng2,ets0011/13,72,1
sweng4,ets0011/13,40,1
sweng6,ets0011/13,58,1
sweng7,ets0011/13,96,1
sweng8,ets0011/13,73,1
sweng9,ets0011/13,59,1
sweng10,ets0011/13,60,1
sweng11,ets0011/13,81,1
sweng12,ets0011/13,66,1
sweng13,ets0011/13,94,1
sweng14,ets0011/13,89,1
sweng15,ets0011/13,67,1
sweng16,ets0011/13,80,1
sweng17,ets0011/13,45,1
sweng18,ets0011/13,88,1
sweng19,ets0011/13,77,1
sweng2,ets0012/13,72,1
sweng4,ets0012/13,40,1
sweng6,ets0012/13,58,1
sweng7,ets0012/13,96,1
sweng8,ets0012/13,73,1
sweng9,ets0012/13,59,1
sweng10,ets0012/13,60,1
sweng11,ets0012/13,81,1
sweng12,ets0012/13,66,1
